#{"t_start": 1650127719.715501, "env_id": "BipedalWalker-v3"}
r,l,t
-103.304704,60,9033.782641
-103.30463,60,9033.947039
-103.433577,61,9034.095767
-103.305107,60,9034.253406
-103.30528,60,9034.402824
-103.442187,61,9034.5644
-102.569643,65,9034.741035
-103.432045,61,9034.877159
-107.014115,45,9035.011141
-103.305422,60,9035.146944
-102.565383,65,9035.318904
-103.433448,61,9035.488993
-107.013286,45,9035.591216
-103.305465,60,9035.758159
-103.866078,59,9035.889341
-103.442409,61,9036.062449
-103.433562,61,9036.234479
-107.010406,45,9036.342457
-103.864966,59,9036.518731
-103.433586,61,9036.655193
-102.563733,65,9036.837314
-107.014897,45,9036.945477
-103.305003,60,9037.116314
-103.433531,61,9037.255311
-104.341692,59,9037.412253
-103.305637,60,9037.588177
-103.326412,60,9037.720148
-103.305722,60,9037.894726
-102.563591,65,9038.072376
-107.017326,45,9038.17737
-102.780254,51,9038.306988
-101.82942,57,9038.463219
-101.835329,57,9038.640771
-102.658231,50,9038.762014
-101.82797,57,9038.921332
-102.784448,51,9039.037266
-103.305494,60,9039.210607
-103.433339,61,9039.349045
-103.433708,61,9039.51718
-102.566513,65,9039.701601
-103.305083,60,9039.83461
-107.015791,45,9039.965858
-103.312829,60,9040.103272
-103.433526,61,9040.274817
-103.433588,61,9040.436201
-103.305109,60,9040.586898
-103.434267,61,9040.74799
-103.432068,61,9040.895484
-103.305188,60,9041.057339
-103.433308,61,9041.240518
-103.305288,60,9041.371853
-106.98606,45,9041.501539
-103.325903,60,9041.642225
-103.43377,61,9041.808238
-103.431908,61,9041.943905
-107.016818,45,9042.074958
-103.305399,60,9042.218073
-103.43355,61,9042.398968
-103.43199,61,9042.573517
-102.566545,65,9042.729477
-107.016444,45,9042.857555
-103.433484,61,9043.007777
-103.433548,61,9043.186146
-103.323808,60,9043.360192
-106.997675,45,9043.464599
-107.019153,45,9043.595727
-102.564349,65,9043.75972
-103.305137,60,9043.939
-107.018734,45,9044.044275
-106.758623,46,9044.184201
-101.837229,57,9044.331466
-102.776139,51,9044.470897
-101.828449,57,9044.596885
-101.835564,57,9044.772359
-101.81398,57,9044.901501
-101.751139,57,9045.063881
-101.57857,57,9045.227964
-103.180901,60,9045.366365
-102.562823,65,9045.553204
-103.43369,61,9045.700604
-102.563702,65,9045.888069
-103.305003,60,9046.061007
-103.616943,59,9046.217203
-106.943747,45,9046.349606
-103.268366,60,9046.491
-103.433463,61,9046.650594
-103.44275,61,9046.829879
-103.425897,61,9046.970232
-106.757534,46,9047.118457
-102.564202,65,9047.268512
-103.4336,61,9047.440803
-103.305203,60,9047.60519
-103.431984,61,9047.758146
-103.43348,61,9047.933967
-103.433346,61,9048.077484
-103.305073,60,9048.243242
-103.433325,61,9048.424432
-103.449945,61,9048.563833
-107.018391,45,9048.694376
-106.757894,46,9048.814223
-103.305618,60,9048.98375
-102.563639,65,9049.134525
-103.305495,60,9049.311921
-103.433554,61,9049.464773
-103.325588,60,9049.610165
-106.758641,46,9049.738666
-103.289631,60,9049.886779
-103.148748,61,9050.060749
-106.966297,45,9050.167345
-106.929244,45,9050.298982
-101.777767,57,9050.434704
-101.830076,57,9050.591227
-101.835311,57,9050.720985
-101.840168,57,9050.893755
-101.830046,57,9051.052897
-101.830487,57,9051.181158
-101.828133,57,9051.354733
-101.838582,57,9051.490742
-106.989386,45,9051.625862
-103.43203,61,9051.77131
-103.433478,61,9051.938041
-103.433526,61,9052.104898
-103.326082,60,9052.240316
-103.305382,60,9052.408047
-104.172094,58,9052.540401
-107.014011,45,9052.672544
-106.756743,46,9052.780873
-102.564103,65,9052.962225
-102.563884,65,9053.136891
-102.564413,65,9053.311786
-104.171654,58,9053.468937
-102.563903,65,9053.625571
-107.013321,45,9053.755393
-102.563981,65,9053.933765
-103.425595,61,9054.084832
-103.433629,61,9054.256075
-102.563759,65,9054.399192
-107.012571,45,9054.526515
-103.305569,60,9054.670028
-103.433623,61,9054.834132
-102.563918,65,9055.014818
-102.563496,65,9055.15718
-104.170656,58,9055.311858
-103.433368,61,9055.483778
-103.325147,60,9055.621262
-103.433347,61,9055.788798
-103.425858,61,9055.938119
-102.563847,65,9056.12477
-103.433836,61,9056.30175
-106.759123,46,9056.407744
-101.835377,57,9056.564538
-101.836319,57,9056.700541
-101.840056,57,9056.861183
-102.442526,53,9056.989293
-102.669316,50,9057.133708
-101.837793,57,9057.258308
-101.837609,57,9057.422956
-101.830353,57,9057.572121
-101.829843,57,9057.701632
-107.0142,45,9057.831074
-102.588434,70,9057.995727
-103.450441,61,9058.16365
-107.013961,45,9058.270029
-103.297917,60,9058.437039
-106.731456,46,9058.542706
-102.564352,65,9058.723754
-103.448371,61,9058.887546
-107.018449,45,9058.993726
-103.431949,61,9059.167958
-103.433552,61,9059.318234
-103.865009,59,9059.473797
-103.30478,60,9059.623463
-103.43344,61,9059.781736
-103.433234,61,9059.960268
-103.433499,61,9060.099622
-103.305464,60,9060.277847
-103.325642,60,9060.434735
-103.305677,60,9060.570469
-106.987471,45,9060.698938
-106.758411,46,9060.814205
-103.433471,61,9060.97729
-103.433534,61,9061.121531
-103.312774,60,9061.305269
-102.564338,65,9061.446136
-103.433393,61,9061.623868
-103.312752,60,9061.785801
-107.0172,45,9061.888919
-103.434256,61,9062.066791
-106.992353,45,9062.189676
-103.305561,60,9062.358109
-102.780688,51,9062.475239
-101.837448,57,9062.629995
-101.836078,57,9062.760909
-102.776947,51,9062.90826
-101.835812,57,9063.072891
-102.661675,50,9063.196526
-101.83771,57,9063.380226
-101.829335,57,9063.520867
-101.835671,57,9063.685966
-101.829265,57,9063.827438
-104.341666,59,9063.996792
-103.716591,60,9064.166222
-103.844108,59,9064.315844
-103.433424,61,9064.484551
-103.625385,59,9064.625161
-103.433291,61,9064.799098
-107.015167,45,9064.907618
-103.43372,61,9065.074969
-102.563986,65,9065.259814
-102.56414,65,9065.425801
-102.566274,65,9065.594946
-103.433601,61,9065.771002
-107.014125,45,9065.878356
-103.305235,60,9066.044269
-107.01515,45,9066.150566
-103.305294,60,9066.343239
-102.565408,65,9066.486191
-103.433451,61,9066.652533
-103.312774,60,9066.788495
-102.566459,65,9066.963161
-102.563877,65,9067.138172
-103.305605,60,9067.281246
-103.425656,61,9067.453742
-103.305159,60,9067.615065
-102.56375,65,9067.767762
-103.305147,60,9067.923325
-103.305283,60,9068.079653
-103.326216,60,9068.245217
-103.433521,61,9068.426402
-102.565362,65,9068.572773
-101.829169,57,9068.751958
-101.836997,57,9068.886364
-101.840075,57,9069.048507
-102.484416,53,9069.203879
-102.666476,50,9069.326615
-101.836282,57,9069.497767
-101.828008,57,9069.6425
-101.835305,57,9069.809275
-101.829791,57,9069.943635
-101.835359,57,9070.106604
-102.779648,51,9070.228607
-103.432051,61,9070.390718
-103.326008,60,9070.565629
-103.433462,61,9070.706291
-107.014657,45,9070.845488
-103.433444,61,9070.98714
-103.305553,60,9071.157762
-103.433859,61,9071.329786
-103.312788,60,9071.488053
-103.325704,60,9071.650452
-103.433354,61,9071.797122
-103.433757,61,9071.96047
-102.563546,65,9072.14497
-107.013707,45,9072.253838
-104.171848,58,9072.413769
-107.015819,45,9072.526738
-104.172581,58,9072.684852
-103.866198,59,9072.824702
-103.433615,61,9072.99318
-103.433564,61,9073.132221
-103.432006,61,9073.308429
-103.433701,61,9073.48471
-107.018029,45,9073.603768
-103.450452,61,9073.787
-102.563803,65,9073.937762
-106.988476,45,9074.073868
-102.564026,65,9074.222656
-102.565381,65,9074.403176
-107.015089,45,9074.540212
-103.45009,61,9074.681618
-101.836863,57,9074.847203
-101.829875,57,9074.980248
-102.664512,50,9075.124752
-101.829455,57,9075.252956
-102.781952,51,9075.407888
-102.78131,51,9075.522369
-101.828469,57,9075.682413
-101.836314,57,9075.848036
-102.668411,50,9075.969725
-102.658209,50,9076.112526
-101.828487,57,9076.252537
-101.839185,57,9076.410372
-103.305419,60,9076.543138
-103.305425,60,9076.722059
-102.563871,65,9076.899505
-107.013093,45,9077.002543
-102.563671,65,9077.177733
-106.992511,45,9077.286005
-103.43336,61,9077.455803
-103.312894,60,9077.595421
-107.016093,45,9077.736122
-103.305309,60,9077.873174
-103.433741,61,9078.044885
-107.013533,45,9078.1504
-103.305342,60,9078.318147
-103.433685,61,9078.482067
-103.44975,61,9078.614488
-103.433495,61,9078.799866
-106.730046,46,9078.936304
-103.312888,60,9079.123622
-103.43383,61,9079.29188
-103.305149,60,9079.424727
-106.756034,46,9079.556856
-103.432011,61,9079.707999
-107.019221,45,9079.840998
-102.563655,65,9079.98896
-102.566354,65,9080.165835
-103.620219,59,9080.330403
-103.433343,61,9080.47725
-107.018193,45,9080.604093
-102.668641,50,9080.728147
-102.779997,51,9080.880632
-102.44231,53,9081.012939
-101.837916,57,9081.170455
-101.83705,57,9081.323734
-102.442516,53,9081.467989
-102.780043,51,9081.587768
-101.829479,57,9081.75471
-101.82802,57,9081.892098
-101.836835,57,9082.052901
-101.835256,57,9082.213286
-101.835307,57,9082.347117
-101.836282,57,9082.500618
-103.433531,61,9082.639121
-102.566493,65,9082.827034
-103.450498,61,9082.987807
-103.432171,61,9083.132221
-103.432353,61,9083.305572
-102.588268,70,9083.494935
-103.312818,60,9083.655174
-107.018569,45,9083.782825
-103.305039,60,9083.940095
-103.305258,60,9084.107628
-107.016871,45,9084.214346
-103.425905,61,9084.385146
-103.30541,60,9084.514841
-103.433615,61,9084.670441
-107.018078,45,9084.771662
-106.757712,46,9084.912202
-107.012231,45,9085.024856
-102.58838,70,9085.205122
-103.450069,61,9085.379471
-104.343469,59,9085.509598
-103.30537,60,9085.676354
-103.305262,60,9085.819026
-103.433027,61,9086.0041
-103.432107,61,9086.171173
-107.014767,45,9086.281585
-103.432076,61,9086.453418
-102.565325,65,9086.595379
-101.829219,57,9086.756149
-101.82973,57,9086.921318
-102.782464,51,9087.044134
-101.835387,57,9087.199466
-102.780011,51,9087.318221
-101.836803,57,9087.474944
-101.829503,57,9087.6079
-102.442365,53,9087.758952
-101.829895,57,9087.894017
-101.83607,57,9088.063289
-101.836903,57,9088.223154
-102.776426,51,9088.353502
-101.829184,57,9088.515406
-101.83906,57,9088.646456
-106.988585,45,9088.77463
-102.564364,65,9088.941875
-103.312761,60,9089.105557
-103.433615,61,9089.240857
-104.171493,58,9089.404152
-103.433442,61,9089.56453
-103.433471,61,9089.710063
-103.450168,61,9089.882726
-107.015759,45,9089.998084
-103.305682,60,9090.166812
-102.56431,65,9090.344759
-102.564107,65,9090.501766
-107.016252,45,9090.630237
-103.304715,60,9090.773954
-103.448221,61,9090.953741
-103.433538,61,9091.135734
-104.341883,59,9091.288008
-103.427779,61,9091.458877
-103.875204,58,9091.587446
-102.647691,60,9091.74284
-102.939315,55,9091.876712
-106.295822,47,9092.016039
-105.797019,46,9092.12991
-105.691684,46,9092.263466
-105.848527,46,9092.372552
-106.677885,46,9092.507555
-101.605585,53,9092.627219
-100.870583,59,9092.797406
-101.320742,57,9092.93309
-102.500154,51,9093.092184
-101.645895,57,9093.243541
-101.510901,57,9093.3809
-101.347851,57,9093.5378
-101.585936,53,9093.658857
-101.461691,54,9093.814972
-100.678895,59,9093.958148
-101.563989,53,9094.114889
-101.573058,53,9094.244653
-101.592369,53,9094.406486
-101.087791,57,9094.53038
-101.179115,57,9094.686636
-101.983632,65,9094.86525
-107.325099,46,9094.982603
-103.324675,55,9095.152424
-106.656436,46,9095.262409
-103.148314,60,9095.422166
-103.203787,60,9095.556952
-102.475073,65,9095.73548
-102.455258,70,9095.932264
-106.984516,45,9096.038216
-103.432414,61,9096.213822
-103.43155,61,9096.377833
-107.0137,45,9096.503196
-102.56647,65,9096.674361
-103.434193,61,9096.821746
-103.305396,60,9096.987539
-103.43339,61,9097.132811
-103.305456,60,9097.305509
-103.448543,61,9097.47223
-107.015149,45,9097.582419
-102.563867,65,9097.75157
-103.433353,61,9097.901204
-103.325812,60,9098.068157
-102.564022,65,9098.232946
-103.433564,61,9098.407241
-102.564347,65,9098.597082
-101.83592,57,9098.722548
-102.480042,53,9098.884533
-101.828148,57,9099.010193
-101.835924,57,9099.158717
-102.442275,53,9099.327742
-101.837735,57,9099.455549
-101.828099,57,9099.615404
-101.837736,57,9099.741727
-101.840069,57,9099.902629
-101.837473,57,9100.033373
-101.83715,57,9100.188483
-101.830017,57,9100.360279
-101.829787,57,9100.492602
-101.835053,57,9100.654603
-101.835612,57,9100.784089
-101.83867,57,9100.939637
-107.019057,45,9101.044453
-102.564111,65,9101.231293
-103.431591,61,9101.418799
-102.565378,65,9101.574167
-103.312705,60,9101.737304
-103.433631,61,9101.892521
-107.013434,45,9102.021247
-102.563514,65,9102.17135
-107.018187,45,9102.313807
-103.312868,60,9102.490473
-107.016765,45,9102.595976
-103.305647,60,9102.768064
-107.013679,45,9102.876293
-107.014446,45,9102.991918
-103.433459,61,9103.155509
-102.563667,65,9103.34299
-103.326542,60,9103.488776
-103.433332,61,9103.66161
-103.448727,61,9103.847367
-103.433283,61,9103.996434
-103.305478,60,9104.165532
-107.018201,45,9104.284979
-107.011663,45,9104.425152
-107.013152,45,9104.529553
-102.486362,53,9104.67328
-102.778717,51,9104.800229
-101.830286,57,9104.974179
-102.783603,51,9105.093033
-102.442966,53,9105.248223
-101.829131,57,9105.401749
-101.828486,57,9105.561437
-102.780698,51,9105.685826
-101.828181,57,9105.857723
-102.770548,51,9105.975401
-101.828379,57,9106.1482
-101.828641,57,9106.318726
-102.780121,51,9106.447874
-101.828404,57,9106.616818
-101.83514,57,9106.746743
-101.828088,57,9106.910631
-101.830512,57,9107.05501
-102.588272,70,9107.246781
-106.757494,46,9107.378333
-102.563798,65,9107.534145
-103.312976,60,9107.701501
-106.759352,46,9107.815836
-103.305119,60,9107.980182
-107.015094,45,9108.085326
-103.433503,61,9108.267306
-103.432164,61,9108.43949
-107.016801,45,9108.564699
-103.450202,61,9108.736523
-103.305438,60,9108.882322
-103.312835,60,9109.047452
-103.442365,61,9109.180114
-103.869926,59,9109.35032
-107.017258,45,9109.455752
-107.016593,45,9109.597622
-102.565456,65,9109.780264
-103.433284,61,9109.924035
-107.018619,45,9110.059544
-106.985153,45,9110.165816
-103.433627,61,9110.338611
-103.433438,61,9110.471659
-101.828139,57,9110.639807
-101.830441,57,9110.767088
-101.83605,57,9110.929788
-101.83646,57,9111.089422
-101.828201,57,9111.223593
-102.443756,53,9111.376234
-102.774936,51,9111.494956
-101.836584,57,9111.669282
-102.65903,50,9111.794107
-101.835933,57,9111.953678
-101.828267,57,9112.085147
-101.836272,57,9112.243931
-102.442654,53,9112.380999
-101.835942,57,9112.534146
-101.828874,57,9112.698111
-101.828702,57,9112.831414
-101.829003,57,9112.984686
-101.837124,57,9113.11265
-103.433462,61,9113.291232
-107.018595,45,9113.400166
-106.988379,45,9113.535987
-103.842948,59,9113.675155
-103.305679,60,9113.850093
-102.566502,65,9114.044596
-107.014401,45,9114.147906
-103.711917,60,9114.314624
-106.759304,46,9114.423378
-107.012623,45,9114.559443
-102.565375,65,9114.718591
-102.588387,70,9114.910875
-107.01246,45,9115.015856
-102.563877,65,9115.185411
-103.433591,61,9115.354152
-103.30521,60,9115.492435
-102.583464,70,9115.692292
-104.341561,59,9115.853794
-103.304814,60,9115.999919
-103.434228,61,9116.163783
-103.312869,60,9116.30916
-103.433379,61,9116.471668
-101.83028,57,9116.629316
-101.830195,57,9116.766782
-101.837003,57,9116.929563
-101.837577,57,9117.061157
-101.835987,57,9117.218842
-102.784554,51,9117.332038
-101.837774,57,9117.492274
-101.835996,57,9117.641892
-101.828743,57,9117.793913
-101.849288,57,9117.950395
-101.828837,57,9118.078079
-101.827938,57,9118.249349
-101.837691,57,9118.385202
-101.835422,57,9118.540867
-101.839851,57,9118.696873
-102.779631,51,9118.826399
-102.667937,50,9118.971209
-102.775895,51,9119.092321
-101.837466,57,9119.247056
-107.013857,45,9119.354336
-107.018145,45,9119.485253
-107.016166,45,9119.5911
-103.325831,60,9119.757643
-103.323906,60,9119.911085
-103.305243,60,9120.083207
-103.433537,61,9120.221282
-103.441071,61,9120.38688
-103.433494,61,9120.553372
-103.325855,60,9120.690223
-103.30521,60,9120.876849
-103.433389,61,9121.015793
-103.624503,59,9121.184897
-106.756651,46,9121.302209
-102.563984,65,9121.479785
-103.433796,61,9121.667398
-103.305378,60,9121.805914
-106.759421,46,9121.95431
-106.989514,45,9122.067596
-102.565394,65,9122.241034
-103.431934,61,9122.393183
-102.486391,53,9122.544538
-101.829328,57,9122.703265
-101.829791,57,9122.832706
-102.774527,51,9122.994918
-101.829538,57,9123.128543
-101.829732,57,9123.2839
-102.669096,50,9123.396963
-101.829737,57,9123.553257
-101.840175,57,9123.689406
-101.836415,57,9123.847344
-101.829429,57,9124.012897
-101.828855,57,9124.161034
-101.837392,57,9124.317072
-101.829418,57,9124.447422
-102.781182,51,9124.595143
-101.840214,57,9124.73129
-102.781921,51,9124.87327
-101.829035,57,9125.022621
-101.836519,57,9125.181041
-102.673567,50,9125.323296
-102.564107,65,9125.479111
-102.563957,65,9125.661719
-107.014302,45,9125.766238
-107.018086,45,9125.912358
-103.326036,60,9126.057443
-102.564161,65,9126.234058
-107.013784,45,9126.347238
-103.432049,61,9126.505857
-102.564221,65,9126.683014
-103.442999,61,9126.823141
-107.016747,45,9126.954469
-107.014033,45,9127.080181
-107.016739,45,9127.218495
-102.564157,65,9127.366094
-103.433556,61,9127.534338
-102.56398,65,9127.705833
-106.756319,46,9127.823808
-103.433421,61,9128.009338
-103.433683,61,9128.155725
-107.013984,45,9128.290745
-101.840139,57,9128.438567
-101.828955,57,9128.611271
-102.483991,53,9128.739373
-102.486056,53,9128.890399
-101.829491,57,9129.024337
-102.480371,53,9129.188912
-102.659572,50,9129.306943
-101.829914,57,9129.459595
-101.828635,57,9129.614538
-101.840222,57,9129.750285
-101.829403,57,9129.911616
-101.849273,57,9130.045371
-101.836842,57,9130.211945
-101.83691,57,9130.342916
-101.839888,57,9130.500947
-101.829453,57,9130.660537
-101.836037,57,9130.794474
-102.667817,50,9130.936017
-101.836247,57,9131.07399
-102.663171,50,9131.221006
-102.782075,51,9131.349048
-103.433455,61,9131.517916
-102.563684,65,9131.690135
-102.563662,65,9131.841222
-103.433288,61,9132.008006
-107.014412,45,9132.115055
-104.341946,59,9132.2974
-107.018598,45,9132.402458
-106.988258,45,9132.527687
-102.563514,65,9132.677474
-107.014351,45,9132.811363
-103.305579,60,9132.959512
-103.433466,61,9133.117904
-107.015975,45,9133.240684
-107.013802,45,9133.368432
-102.566417,65,9133.536087
-103.304822,60,9133.683748
-103.327113,60,9133.846766
-103.620589,59,9133.980106
-103.431823,61,9134.146649
-101.83682,57,9134.323204
-101.837067,57,9134.462126
-101.835358,57,9134.606596
-101.829566,57,9134.739902
-102.486936,53,9134.888566
-101.829673,57,9135.020635
-102.658649,50,9135.163931
-101.835552,57,9135.311698
-101.840401,57,9135.457554
-102.779915,51,9135.600094
-101.82818,57,9135.732857
-101.830127,57,9135.893472
-101.828907,57,9136.027738
-102.776457,51,9136.17854
-102.442489,53,9136.323375
-101.830004,57,9136.476597
-102.770852,51,9136.591951
-101.836937,57,9136.760301
-102.778234,51,9136.886992
-101.836203,57,9137.040128
-101.828074,57,9137.205253
-101.839235,57,9137.347904
-103.425899,61,9137.519094
-102.565354,65,9137.670123
-107.017581,45,9137.798018
-107.016055,45,9137.911932
-103.625655,59,9138.078202
-103.326267,60,9138.223484
-103.32414,60,9138.407041
-107.013703,45,9138.5366
-103.305568,60,9138.675279
-103.433747,61,9138.841895
-106.757984,46,9138.965007
-102.563523,65,9139.188719
-102.563967,65,9139.345505
-103.433644,61,9139.520476
-103.305478,60,9139.686818
-103.305348,60,9139.828032
-103.433443,61,9139.994963
-107.017436,45,9140.100747
-101.828121,57,9140.270725
-101.828206,57,9140.433069
-101.828734,57,9140.570647
-101.828182,57,9140.730798
-101.835992,57,9140.85892
-101.839983,57,9141.02788
-102.4842,53,9141.16341
-101.829835,57,9141.325005
-101.829425,57,9141.479514
-101.828618,57,9141.636876
-102.785172,51,9141.786882
-101.84021,57,9141.937731
-101.839879,57,9142.089396
-102.442511,53,9142.219424
-102.486509,53,9142.369341
-101.829149,57,9142.519398
-101.840216,57,9142.68013
-102.775279,51,9142.810606
-101.829354,57,9142.970897
-102.442477,53,9143.103781
-102.667751,50,9143.251717
-101.836181,57,9143.415662
-101.836684,57,9143.568918
-107.013534,45,9143.70119
-102.56377,65,9143.855339
-102.563995,65,9144.035016
-103.433386,61,9144.168063
-103.433588,61,9144.347266
-103.442641,61,9144.534095
-103.433639,61,9144.677969
-103.305105,60,9144.846502
-103.324865,60,9145.018561
-107.016786,45,9145.124412
-103.433475,61,9145.298745
-103.43349,61,9145.4383
-103.304772,60,9145.614205
-103.431752,61,9145.751503
-103.305494,60,9145.91729
-103.312887,60,9146.098558
-103.448836,61,9146.255697
-101.835795,57,9146.426306
-102.442757,53,9146.552847
-101.828413,57,9146.723169
-101.836006,57,9146.860595
-101.836573,57,9147.020858
-101.836629,57,9147.184504
-101.837034,57,9147.323096
-102.779459,51,9147.483998
-101.836673,57,9147.620564
-101.828518,57,9147.802898
-102.442465,53,9147.92431
-101.836377,57,9148.092098
-101.837249,57,9148.228065
-102.779742,51,9148.399791
-101.828509,57,9148.562581
-101.828293,57,9148.706024
-102.442369,53,9148.866536
-101.837622,57,9148.9947
-102.484067,53,9149.149282
-101.829528,57,9149.284455
-101.836371,57,9149.436732
-102.486286,53,9149.563363
-101.828926,57,9149.725705
-101.836069,57,9149.894798
-102.563992,65,9150.042725
-103.431925,61,9150.214099
-103.846078,59,9150.351279
-103.30509,60,9150.513411
-103.305254,60,9150.682457
-103.433483,61,9150.838757
-103.305296,60,9151.01627
-107.015467,45,9151.122947
-103.305277,60,9151.300244
-103.305332,60,9151.448519
-103.433846,61,9151.611009
-103.433256,61,9151.792451
-103.305524,60,9151.932205
-103.32549,60,9152.110468
-106.757806,46,9152.229318
-104.341979,59,9152.392936
-101.835634,57,9152.560153
-101.839817,57,9152.685154
-101.835128,57,9152.867745
-101.835661,57,9152.99882
-101.840151,57,9153.148516
-101.829498,57,9153.291075
-101.837813,57,9153.450835
-101.828547,57,9153.605535
-101.837199,57,9153.747391
-101.830224,57,9153.91455
-101.837504,57,9154.064003
-102.486166,53,9154.213205
-101.828794,57,9154.353287
-101.839974,57,9154.518496
-101.837285,57,9154.664168
-101.837282,57,9154.839906
-101.837577,57,9155.004185
-101.837684,57,9155.136464
-101.836563,57,9155.29446
-102.442819,53,9155.415962
-101.829189,57,9155.569733
-101.828792,57,9155.70353
-101.829089,57,9155.870269
-102.663298,50,9155.985714
-101.829291,57,9156.145065
-103.865038,59,9156.314059
-103.442566,61,9156.455691
-103.433421,61,9156.62697
-103.432045,61,9156.765751
-107.016121,45,9156.904181
-103.433618,61,9157.076945
-104.341956,59,9157.225002
-102.563651,65,9157.410389
-103.304821,60,9157.541725
-107.016769,45,9157.67023
-106.756573,46,9157.780886
-103.433618,61,9157.964229
-103.312661,60,9158.102651
-103.326179,60,9158.27457
-103.312861,60,9158.446323
-101.83742,57,9158.585501
-101.835508,57,9158.735929
-102.665818,50,9158.859985
-102.659731,50,9159.012396
-101.837764,57,9159.137317
-101.829215,57,9159.298729
-101.836512,57,9159.450317
-101.828168,57,9159.579433
-101.828712,57,9159.726177
-102.785314,51,9159.840284
-101.828795,57,9160.018418
-102.775623,51,9160.137471
-101.829455,57,9160.293494
-101.836743,57,9160.436189
-101.837589,57,9160.586452
-101.829376,57,9160.74594
-101.829045,57,9160.873807
-101.835624,57,9161.040482
-102.486712,53,9161.168427
-102.485716,53,9161.330199
-101.835001,57,9161.46598
-101.828388,57,9161.618361
-101.829088,57,9161.751616
-102.483537,53,9161.901622
-101.830157,57,9162.072709
-101.829033,57,9162.203872
-103.305263,60,9162.365548
-107.013383,45,9162.468463
-102.563918,65,9162.639475
-103.434359,61,9162.783272
-102.565472,65,9162.95942
-103.433506,61,9163.129442
-103.305359,60,9163.273396
-103.312824,60,9163.439853
-103.433281,61,9163.60896
-102.563753,65,9163.753132
-103.433406,61,9163.927331
-103.305418,60,9164.071414
-103.442798,61,9164.246217
-102.565407,65,9164.430897
-101.837376,57,9164.567504
-102.779722,51,9164.7302
-102.486635,53,9164.852288
-101.837817,57,9165.013902
-101.828293,57,9165.156791
-101.828727,57,9165.311935
-101.829714,57,9165.481136
-101.836759,57,9165.610276
-101.836112,57,9165.765356
-101.828275,57,9165.91379
-102.486416,53,9166.058265
-102.657091,50,9166.184893
-101.828665,57,9166.353802
-102.441861,53,9166.483559
-101.837545,57,9166.637223
-101.840337,57,9166.776348
-101.829438,57,9166.944794
-102.779328,51,9167.086009
-101.828856,57,9167.234332
-101.836634,57,9167.39755
-102.776188,51,9167.514078
-102.667721,50,9167.661321
-102.780867,51,9167.778917
-102.781512,51,9167.929402
-101.835729,57,9168.064623
-101.840353,57,9168.233978
-102.662927,50,9168.358472
-107.014517,45,9168.498246
-103.450649,61,9168.643794
-103.431943,61,9168.812398
-107.011939,45,9168.948528
-103.425936,61,9169.089972
-103.305526,60,9169.259447
-103.433465,61,9169.393898
-103.312782,60,9169.565459
-106.759705,46,9169.677173
-103.305439,60,9169.83769
-103.433378,61,9170.001729
-107.01524,45,9170.105167
-103.442286,61,9170.281396
-101.829676,57,9170.417891
-101.828497,57,9170.568258
-101.830318,57,9170.701412
-101.84027,57,9170.864321
-102.443433,53,9170.987264
-102.779009,51,9171.1319
-101.835852,57,9171.30793
-101.828498,57,9171.441008
-101.830054,57,9171.588824
-101.837236,57,9171.726972
-102.77624,51,9171.874341
-101.840395,57,9172.002356
-101.835162,57,9172.160905
-101.828673,57,9172.296432
-101.829118,57,9172.447827
-101.828483,57,9172.604502
-101.837774,57,9172.732235
-101.836997,57,9172.885034
-102.785449,51,9173.014217
-101.828153,57,9173.173109
-101.830268,57,9173.322471
-102.776815,51,9173.474319
-102.780856,51,9173.590168
-101.836668,57,9173.750457
-102.486658,53,9173.909544
-101.836128,57,9174.040949
-101.837159,57,9174.210104
-102.673746,50,9174.323021
-107.016759,45,9174.457422
-103.433538,61,9174.604841
-103.43349,61,9174.818805
-103.867942,59,9174.961851
-107.014623,45,9175.094113
-102.564003,65,9175.265595
-103.432017,61,9175.419411
-107.013845,45,9175.550554
-107.01467,45,9175.654301
-103.433443,61,9175.8152
-103.305155,60,9175.958763
-103.305389,60,9176.122454
-101.839936,57,9176.268905
-101.840326,57,9176.437823
-101.828916,57,9176.596179
-101.83693,57,9176.728036
-101.835883,57,9176.883526
-101.835329,57,9177.019607
-101.835498,57,9177.178715
-102.779425,51,9177.301832
-102.781348,51,9177.455087
-102.777533,51,9177.580876
-102.664196,50,9177.718387
-101.836644,57,9177.856425
-102.77746,51,9178.001685
-101.829199,57,9178.172343
-101.836086,57,9178.305745
-102.67007,50,9178.461644
-101.828308,57,9178.610181
-101.839938,57,9178.772041
-102.483978,53,9178.905451
-101.836949,57,9179.064796
-102.657918,50,9179.18892
-101.830332,57,9179.355414
-102.484545,53,9179.479771
-101.829679,57,9179.642011
-102.781514,51,9179.791351
-101.840195,57,9179.922095
-102.775448,51,9180.06528
-102.666608,50,9180.182855
-102.787115,51,9180.334203
-107.015506,45,9180.443763
-103.624486,59,9180.614568
-103.305532,60,9180.758944
-107.015644,45,9180.907321
-107.01877,45,9181.019283
-103.433762,61,9181.197124
-104.341681,59,9181.352292
-103.43355,61,9181.515597
-106.758513,46,9181.637484
-107.01797,45,9181.779282
-103.433762,61,9181.930981
-102.668041,50,9182.074062
-101.839783,57,9182.239106
-102.775736,51,9182.361745
-102.664776,50,9182.499612
-101.830029,57,9182.653776
-101.82835,57,9182.805986
-101.830224,57,9182.939951
